x y
1100.7721653436952 605.376712734112
499.70730953182493 92.145390960224
302.8562533847584 898.8098938034981
513.4548820476045 92.22044199494741
1409.448233329024 1207.6646954104658
504.9646479427801 108.34504867216663
1214.6612502565831 696.5706340446634
1106.8595534052126 587.8778814267799
1506.8003273620932 187.33938335462162
302.4302039468557 913.3573284690973
282.91982370525653 903.7730922349721
1389.7784434868358 1196.1071717403463
1092.8585088305103 594.4765811978046
701.4601320026466 1499.4636474739332
1196.6687724694218 711.5971570241423
493.82176147335457 108.85325182837875
791.1072545313607 403.91961694884327
1496.3756895225224 200.57848559620217
1490.2073320139805 187.5912766799162
1085.9164446853208 593.1465465029136
810.0888949293003 399.2880150134166
1499.901021344404 174.85711898441068
409.4309120834941 1383.0419624243825
696.7726727239383 1505.8984931028515
689.2175728567865 1487.0700921333316
304.6430971356493 888.753311268707
1494.8308127602968 196.65256966890328
406.097831528503 1396.8803632961387
399.17954853839694 1396.8366934922449
417.3275186923778 1397.931495470396
704.9062450141969 1506.3157271307193
1097.183206973214 597.9417084558734
1196.7509531844153 704.3868252481784
499.1414642434154 109.50761084239593
285.97254524516427 905.0233303856428
801.4330379336855 407.0750343876405
1407.8541976957051 1209.0668024856627
303.4247175691859 900.6533466242589
1511.879488557086 202.388228729958
1202.9652841401107 706.5116746528047
1503.7901530286063 192.57293976836988
1199.5163916946087 701.8570265880448
512.8659556108944 111.18228969329607
490.7296627225251 122.64667255459959
300.0724546631588 892.8646235470121
1103.993340129112 602.1597484256941
1209.2451058008041 714.8343850521667
801.0860871866543 394.2725710167185
708.2805436934916 1510.680928480221
518.098125302609 88.82474998939999
1391.541678918137 1194.1044288153255
1198.6203741559923 699.357381175941
414.56194468123 1401.5406083044006
1085.9656385955582 599.14733761758
301.52210622484387 890.8555633193034
793.8114024658228 378.0082703661697
1393.5493334685432 1191.635545738536
796.6739213926701 397.1502347565606
1393.9346897875248 1189.9474710314382
1213.6133141349856 699.8038114174698
689.4025877415728 1519.854316972932
1397.586881865138 1211.9591939543373
399.8074788205627 1396.2652983075338
1495.3012797043807 200.44097680998152
1096.9195446867318 599.8347409962447
714.8439732067817 1493.649134196301
389.4307492485049 1386.8807237761237
1397.2452993639956 1195.42082462719
395.8091978365664 1387.393110401942
1104.2240711270788 596.2532749128588
295.9532247419948 897.6210720627669
798.6413674512803 406.46516488119164
499.26429676385754 95.94353387008096
1212.6579782299523 695.5497687957085
692.1289122732329 1502.4869355015476
1400.0275686893217 1198.144834751459
715.0025143371457 1484.816584765127
489.0176354944975 85.75599715500054
1488.6880078347629 208.72292155760735
804.0119642921711 396.2959153655583
1212.145754177841 711.2700402847071
811.1185182814035 398.8529087825277
300.3489963570293 919.6098353566464
1395.3390083820905 1207.2605651097679
1499.0478846553642 200.50482090400115
1107.8686039874817 583.2280310058073
793.3259839114941 392.6230941452451
401.98975757911495 1407.1551224161346
393.565672269472 1394.0813872809897
696.930338137879 1506.905834127455
